vote_type,votes,perc_emit,ubigeo,ambito,departamento,provincia,distrito
TOTAL DE VOTOS EMITIDOS,2167.0,100.0,010409,PERÚ,AMAZONAS,LUYA,LUYA
TOTAL DE VOTOS VÁLIDOS,214.0,78.1,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
VOTOS EN BLANCO,43.0,15.69,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
VOTOS NULOS,17.0,6.2,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
TOTAL DE VOTOS EMITIDOS,274.0,100.0,010410,PERÚ,AMAZONAS,LUYA,LUYA VIEJO
TOTAL DE VOTOS VÁLIDOS,416.0,77.76,010411,PERÚ,AMAZONAS,LUYA,MARIA
VOTOS EN BLANCO,101.0,18.88,010411,PERÚ,AMAZONAS,LUYA,MARIA
VOTOS NULOS,18.0,3.36,010411,PERÚ,AMAZONAS,LUYA,MARIA
TOTAL DE VOTOS EMITIDOS,535.0,100.0,010411,PERÚ,AMAZONAS,LUYA,MARIA
TOTAL DE VOTOS VÁLIDOS,1161.0,70.97,010412,PERÚ,AMAZONAS,LUYA,OCALLI
VOTOS EN BLANCO,388.0,23.72,010412,PERÚ,AMAZONAS,LUYA,OCALLI
VOTOS NULOS,87.0,5.32,010412,PERÚ,AMAZONAS,LUYA,OCALLI
TOTAL DE VOTOS EMITIDOS,1636.0,100.0,010412,PERÚ,AMAZONAS,LUYA,OCALLI
TOTAL DE VOTOS VÁLIDOS,950.0,59.6,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
VOTOS EN BLANCO,518.0,32.5,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
VOTOS NULOS,126.0,7.9,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
TOTAL DE VOTOS EMITIDOS,1594.0,100.0,010413,PERÚ,AMAZONAS,LUYA,OCUMAL
TOTAL DE VOTOS VÁLIDOS,1074.0,60.24,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
VOTOS EN BLANCO,601.0,33.71,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
VOTOS NULOS,108.0,6.06,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
TOTAL DE VOTOS EMITIDOS,1783.0,100.0,010414,PERÚ,AMAZONAS,LUYA,PISUQUIA
TOTAL DE VOTOS VÁLIDOS,396.0,63.77,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
VOTOS EN BLANCO,186.0,29.95,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
VOTOS NULOS,39.0,6.28,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
TOTAL DE VOTOS EMITIDOS,621.0,100.0,010423,PERÚ,AMAZONAS,LUYA,PROVIDENCIA
TOTAL DE VOTOS VÁLIDOS,295.0,79.51,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
VOTOS EN BLANCO,58.0,15.63,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
VOTOS NULOS,18.0,4.85,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
TOTAL DE VOTOS EMITIDOS,371.0,100.0,010415,PERÚ,AMAZONAS,LUYA,SAN CRISTOBAL
TOTAL DE VOTOS VÁLIDOS,306.0,68.76,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
VOTOS EN BLANCO,112.0,25.17,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
VOTOS NULOS,27.0,6.07,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
TOTAL DE VOTOS EMITIDOS,445.0,100.0,010416,PERÚ,AMAZONAS,LUYA,SAN FRANCISCO DE YESO
TOTAL DE VOTOS VÁLIDOS,323.0,69.16,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
VOTOS EN BLANCO,116.0,24.84,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
VOTOS NULOS,28.0,6.0,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
TOTAL DE VOTOS EMITIDOS,467.0,100.0,010417,PERÚ,AMAZONAS,LUYA,SAN JERONIMO
TOTAL DE VOTOS VÁLIDOS,225.0,69.66,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
VOTOS EN BLANCO,75.0,23.22,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
VOTOS NULOS,23.0,7.12,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
TOTAL DE VOTOS EMITIDOS,323.0,100.0,010418,PERÚ,AMAZONAS,LUYA,SAN JUAN DE LOPECANCHA
TOTAL DE VOTOS VÁLIDOS,500.0,69.74,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
VOTOS EN BLANCO,189.0,26.36,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
VOTOS NULOS,28.0,3.91,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
TOTAL DE VOTOS EMITIDOS,717.0,100.0,010419,PERÚ,AMAZONAS,LUYA,SANTA CATALINA
TOTAL DE VOTOS VÁLIDOS,1203.0,71.44,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
VOTOS EN BLANCO,373.0,22.15,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
VOTOS NULOS,108.0,6.41,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
TOTAL DE VOTOS EMITIDOS,1684.0,100.0,010420,PERÚ,AMAZONAS,LUYA,SANTO TOMAS
TOTAL DE VOTOS VÁLIDOS,589.0,75.51,010421,PERÚ,AMAZONAS,LUYA,TINGO
VOTOS EN BLANCO,153.0,19.62,010421,PERÚ,AMAZONAS,LUYA,TINGO
VOTOS NULOS,38.0,4.87,010421,PERÚ,AMAZONAS,LUYA,TINGO
TOTAL DE VOTOS EMITIDOS,780.0,100.0,010421,PERÚ,AMAZONAS,LUYA,TINGO
TOTAL DE VOTOS VÁLIDOS,546.0,70.27,010422,PERÚ,AMAZONAS,LUYA,TRITA
VOTOS EN BLANCO,180.0,23.17,010422,PERÚ,AMAZONAS,LUYA,TRITA
VOTOS NULOS,51.0,6.56,010422,PERÚ,AMAZONAS,LUYA,TRITA
TOTAL DE VOTOS EMITIDOS,777.0,100.0,010422,PERÚ,AMAZONAS,LUYA,TRITA
TOTAL DE VOTOS VÁLIDOS,10383.0,74.31,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
VOTOS EN BLANCO,2807.0,20.09,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
VOTOS NULOS,783.0,5.6,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
TOTAL DE VOTOS EMITIDOS,13973.0,100.0,010500,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TODOS
TOTAL DE VOTOS VÁLIDOS,688.0,70.49,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
VOTOS EN BLANCO,235.0,24.08,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
VOTOS NULOS,53.0,5.43,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
TOTAL DE VOTOS EMITIDOS,976.0,100.0,010503,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,CHIRIMOTO
TOTAL DE VOTOS VÁLIDOS,376.0,80.86,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
VOTOS EN BLANCO,75.0,16.13,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
VOTOS NULOS,14.0,3.01,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
TOTAL DE VOTOS EMITIDOS,465.0,100.0,010502,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,COCHAMAL
TOTAL DE VOTOS VÁLIDOS,1279.0,74.1,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
VOTOS EN BLANCO,329.0,19.06,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
VOTOS NULOS,118.0,6.84,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
TOTAL DE VOTOS EMITIDOS,1726.0,100.0,010504,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,HUAMBO
TOTAL DE VOTOS VÁLIDOS,640.0,66.81,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
VOTOS EN BLANCO,232.0,24.22,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
VOTOS NULOS,86.0,8.98,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
TOTAL DE VOTOS EMITIDOS,958.0,100.0,010505,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LIMABAMBA
TOTAL DE VOTOS VÁLIDOS,798.0,77.4,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
VOTOS EN BLANCO,176.0,17.07,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
VOTOS NULOS,57.0,5.53,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
TOTAL DE VOTOS EMITIDOS,1031.0,100.0,010506,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,LONGAR
TOTAL DE VOTOS VÁLIDOS,906.0,79.27,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
VOTOS EN BLANCO,195.0,17.06,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
VOTOS NULOS,42.0,3.67,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
TOTAL DE VOTOS EMITIDOS,1143.0,100.0,010508,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MARISCAL BENAVIDES
TOTAL DE VOTOS VÁLIDOS,306.0,78.66,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
VOTOS EN BLANCO,69.0,17.74,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
VOTOS NULOS,14.0,3.6,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
TOTAL DE VOTOS EMITIDOS,389.0,100.0,010507,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,MILPUCC
TOTAL DE VOTOS VÁLIDOS,2450.0,72.51,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
VOTOS EN BLANCO,749.0,22.17,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
VOTOS NULOS,180.0,5.33,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
TOTAL DE VOTOS EMITIDOS,3379.0,100.0,010509,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,OMIA
TOTAL DE VOTOS VÁLIDOS,1919.0,75.34,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
VOTOS EN BLANCO,473.0,18.57,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
VOTOS NULOS,155.0,6.09,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
TOTAL DE VOTOS EMITIDOS,2547.0,100.0,010501,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SAN NICOLAS
TOTAL DE VOTOS VÁLIDOS,256.0,71.51,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
VOTOS EN BLANCO,85.0,23.74,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
VOTOS NULOS,17.0,4.75,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
TOTAL DE VOTOS EMITIDOS,358.0,100.0,010510,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,SANTA ROSA
TOTAL DE VOTOS VÁLIDOS,236.0,80.27,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
VOTOS EN BLANCO,39.0,13.27,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
VOTOS NULOS,19.0,6.46,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
TOTAL DE VOTOS EMITIDOS,294.0,100.0,010511,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,TOTORA
TOTAL DE VOTOS VÁLIDOS,529.0,74.82,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
VOTOS EN BLANCO,150.0,21.22,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
VOTOS NULOS,28.0,3.96,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
TOTAL DE VOTOS EMITIDOS,707.0,100.0,010512,PERÚ,AMAZONAS,RODRIGUEZ DE MENDOZA,VISTA ALEGRE
TOTAL DE VOTOS VÁLIDOS,43274.0,74.53,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
VOTOS EN BLANCO,11191.0,19.27,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
VOTOS NULOS,3596.0,6.19,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
TOTAL DE VOTOS EMITIDOS,58061.0,100.0,010700,PERÚ,AMAZONAS,UTCUBAMBA,TODOS
TOTAL DE VOTOS VÁLIDOS,20787.0,75.07,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
VOTOS EN BLANCO,5171.0,18.67,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
VOTOS NULOS,1732.0,6.25,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
TOTAL DE VOTOS EMITIDOS,27690.0,100.0,010701,PERÚ,AMAZONAS,UTCUBAMBA,BAGUA GRANDE
TOTAL DE VOTOS VÁLIDOS,9798.0,73.4,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
VOTOS EN BLANCO,2743.0,20.55,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
VOTOS NULOS,807.0,6.05,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
TOTAL DE VOTOS EMITIDOS,13348.0,100.0,010702,PERÚ,AMAZONAS,UTCUBAMBA,CAJARURO
TOTAL DE VOTOS VÁLIDOS,3105.0,74.34,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
VOTOS EN BLANCO,890.0,21.31,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
VOTOS NULOS,182.0,4.36,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
TOTAL DE VOTOS EMITIDOS,4177.0,100.0,010703,PERÚ,AMAZONAS,UTCUBAMBA,CUMBA
TOTAL DE VOTOS VÁLIDOS,2242.0,78.42,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
VOTOS EN BLANCO,468.0,16.37,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
VOTOS NULOS,149.0,5.21,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
TOTAL DE VOTOS EMITIDOS,2859.0,100.0,010704,PERÚ,AMAZONAS,UTCUBAMBA,EL MILAGRO
TOTAL DE VOTOS VÁLIDOS,2561.0,72.32,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
VOTOS EN BLANCO,589.0,16.63,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
VOTOS NULOS,391.0,11.04,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
TOTAL DE VOTOS EMITIDOS,3541.0,100.0,010705,PERÚ,AMAZONAS,UTCUBAMBA,JAMALCA
TOTAL DE VOTOS VÁLIDOS,3485.0,73.63,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
VOTOS EN BLANCO,1011.0,21.36,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
VOTOS NULOS,237.0,5.01,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
TOTAL DE VOTOS EMITIDOS,4733.0,100.0,010706,PERÚ,AMAZONAS,UTCUBAMBA,LONYA GRANDE
TOTAL DE VOTOS VÁLIDOS,1296.0,75.66,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
VOTOS EN BLANCO,319.0,18.62,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
VOTOS NULOS,98.0,5.72,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
TOTAL DE VOTOS EMITIDOS,1713.0,100.0,010707,PERÚ,AMAZONAS,UTCUBAMBA,YAMON
TOTAL DE VOTOS VÁLIDOS,507460.0,77.19,020000,PERÚ,ANCASH,TODOS,TODOS
VOTOS EN BLANCO,103063.0,15.68,020000,PERÚ,ANCASH,TODOS,TODOS
VOTOS NULOS,46932.0,7.14,020000,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,657455.0,100.0,020000,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,507460.0,77.19,,PERÚ,ANCASH,TODOS,TODOS
VOTOS EN BLANCO,103063.0,15.68,,PERÚ,ANCASH,TODOS,TODOS
VOTOS NULOS,46932.0,7.14,,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS EMITIDOS,657455.0,100.0,,PERÚ,ANCASH,TODOS,TODOS
TOTAL DE VOTOS VÁLIDOS,3523.0,78.97,020200,PERÚ,ANCASH,AIJA,TODOS
VOTOS EN BLANCO,759.0,17.01,020200,PERÚ,ANCASH,AIJA,TODOS
VOTOS NULOS,179.0,4.01,020200,PERÚ,ANCASH,AIJA,TODOS
TOTAL DE VOTOS EMITIDOS,4461.0,100.0,020200,PERÚ,ANCASH,AIJA,TODOS
TOTAL DE VOTOS VÁLIDOS,1056.0,81.11,020201,PERÚ,ANCASH,AIJA,AIJA
VOTOS EN BLANCO,192.0,14.75,020201,PERÚ,ANCASH,AIJA,AIJA
VOTOS NULOS,54.0,4.15,020201,PERÚ,ANCASH,AIJA,AIJA
TOTAL DE VOTOS EMITIDOS,1302.0,100.0,020201,PERÚ,ANCASH,AIJA,AIJA
TOTAL DE VOTOS VÁLIDOS,749.0,74.6,020203,PERÚ,ANCASH,AIJA,CORIS
VOTOS EN BLANCO,218.0,21.71,020203,PERÚ,ANCASH,AIJA,CORIS
VOTOS NULOS,37.0,3.69,020203,PERÚ,ANCASH,AIJA,CORIS
TOTAL DE VOTOS EMITIDOS,1004.0,100.0,020203,PERÚ,ANCASH,AIJA,CORIS
TOTAL DE VOTOS VÁLIDOS,257.0,83.71,020205,PERÚ,ANCASH,AIJA,HUACLLAN
VOTOS EN BLANCO,44.0,14.33,020205,PERÚ,ANCASH,AIJA,HUACLLAN
VOTOS NULOS,6.0,1.95,020205,PERÚ,ANCASH,AIJA,HUACLLAN
TOTAL DE VOTOS EMITIDOS,307.0,100.0,020205,PERÚ,ANCASH,AIJA,HUACLLAN
TOTAL DE VOTOS VÁLIDOS,1050.0,80.15,020206,PERÚ,ANCASH,AIJA,LA MERCED
VOTOS EN BLANCO,193.0,14.73,020206,PERÚ,ANCASH,AIJA,LA MERCED
VOTOS NULOS,67.0,5.11,020206,PERÚ,ANCASH,AIJA,LA MERCED
TOTAL DE VOTOS EMITIDOS,1310.0,100.0,020206,PERÚ,ANCASH,AIJA,LA MERCED
TOTAL DE VOTOS VÁLIDOS,411.0,76.39,020208,PERÚ,ANCASH,AIJA,SUCCHA
VOTOS EN BLANCO,112.0,20.82,020208,PERÚ,ANCASH,AIJA,SUCCHA
VOTOS NULOS,15.0,2.79,020208,PERÚ,ANCASH,AIJA,SUCCHA
TOTAL DE VOTOS EMITIDOS,538.0,100.0,020208,PERÚ,ANCASH,AIJA,SUCCHA
TOTAL DE VOTOS VÁLIDOS,4732.0,68.48,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
VOTOS EN BLANCO,1735.0,25.11,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
VOTOS NULOS,443.0,6.41,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
TOTAL DE VOTOS EMITIDOS,6910.0,100.0,021600,PERÚ,ANCASH,ANTONIO RAIMONDI,TODOS
TOTAL DE VOTOS VÁLIDOS,718.0,75.5,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
VOTOS EN BLANCO,185.0,19.45,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
VOTOS NULOS,48.0,5.05,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
TOTAL DE VOTOS EMITIDOS,951.0,100.0,021602,PERÚ,ANCASH,ANTONIO RAIMONDI,ACZO
TOTAL DE VOTOS VÁLIDOS,554.0,68.82,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
VOTOS EN BLANCO,202.0,25.09,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
VOTOS NULOS,49.0,6.09,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
TOTAL DE VOTOS EMITIDOS,805.0,100.0,021603,PERÚ,ANCASH,ANTONIO RAIMONDI,CHACCHO
TOTAL DE VOTOS VÁLIDOS,762.0,76.12,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
VOTOS EN BLANCO,190.0,18.98,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
VOTOS NULOS,49.0,4.9,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
TOTAL DE VOTOS EMITIDOS,1001.0,100.0,021604,PERÚ,ANCASH,ANTONIO RAIMONDI,CHINGAS
TOTAL DE VOTOS VÁLIDOS,983.0,66.55,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
VOTOS EN BLANCO,387.0,26.2,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
VOTOS NULOS,107.0,7.24,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
TOTAL DE VOTOS EMITIDOS,1477.0,100.0,021601,PERÚ,ANCASH,ANTONIO RAIMONDI,LLAMELLIN
TOTAL DE VOTOS VÁLIDOS,1302.0,62.66,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
VOTOS EN BLANCO,643.0,30.94,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
VOTOS NULOS,133.0,6.4,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
TOTAL DE VOTOS EMITIDOS,2078.0,100.0,021605,PERÚ,ANCASH,ANTONIO RAIMONDI,MIRGAS
TOTAL DE VOTOS VÁLIDOS,413.0,69.06,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
VOTOS EN BLANCO,128.0,21.4,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
VOTOS NULOS,57.0,9.53,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
TOTAL DE VOTOS EMITIDOS,598.0,100.0,021606,PERÚ,ANCASH,ANTONIO RAIMONDI,SAN JUAN DE RONTOY
TOTAL DE VOTOS VÁLIDOS,2938.0,69.05,021800,PERÚ,ANCASH,ASUNCION,TODOS
VOTOS EN BLANCO,1023.0,24.04,021800,PERÚ,ANCASH,ASUNCION,TODOS
VOTOS NULOS,294.0,6.91,021800,PERÚ,ANCASH,ASUNCION,TODOS
TOTAL DE VOTOS EMITIDOS,4255.0,100.0,021800,PERÚ,ANCASH,ASUNCION,TODOS
TOTAL DE VOTOS VÁLIDOS,1205.0,67.77,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
VOTOS EN BLANCO,456.0,25.65,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
VOTOS NULOS,117.0,6.58,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
TOTAL DE VOTOS EMITIDOS,1778.0,100.0,021802,PERÚ,ANCASH,ASUNCION,ACOCHACA
TOTAL DE VOTOS VÁLIDOS,1733.0,69.96,021801,PERÚ,ANCASH,ASUNCION,CHACAS
VOTOS EN BLANCO,567.0,22.89,021801,PERÚ,ANCASH,ASUNCION,CHACAS
VOTOS NULOS,177.0,7.15,021801,PERÚ,ANCASH,ASUNCION,CHACAS
TOTAL DE VOTOS EMITIDOS,2477.0,100.0,021801,PERÚ,ANCASH,ASUNCION,CHACAS
TOTAL DE VOTOS VÁLIDOS,10960.0,78.3,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
VOTOS EN BLANCO,2403.0,17.17,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
VOTOS NULOS,634.0,4.53,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
TOTAL DE VOTOS EMITIDOS,13997.0,100.0,020300,PERÚ,ANCASH,BOLOGNESI,TODOS
TOTAL DE VOTOS VÁLIDOS,107.0,86.99,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
VOTOS EN BLANCO,12.0,9.76,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
VOTOS NULOS,4.0,3.25,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
TOTAL DE VOTOS EMITIDOS,123.0,100.0,020302,PERÚ,ANCASH,BOLOGNESI,ABELARDO PARDO LEZAMETA
TOTAL DE VOTOS VÁLIDOS,682.0,76.03,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
VOTOS EN BLANCO,181.0,20.18,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
VOTOS NULOS,34.0,3.79,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
TOTAL DE VOTOS EMITIDOS,897.0,100.0,020321,PERÚ,ANCASH,BOLOGNESI,ANTONIO RAIMONDI
TOTAL DE VOTOS VÁLIDOS,981.0,75.58,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
VOTOS EN BLANCO,226.0,17.41,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
VOTOS NULOS,91.0,7.01,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
TOTAL DE VOTOS EMITIDOS,1298.0,100.0,020304,PERÚ,ANCASH,BOLOGNESI,AQUIA
TOTAL DE VOTOS VÁLIDOS,899.0,81.06,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
VOTOS EN BLANCO,150.0,13.53,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
VOTOS NULOS,60.0,5.41,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
TOTAL DE VOTOS EMITIDOS,1109.0,100.0,020305,PERÚ,ANCASH,BOLOGNESI,CAJACAY
TOTAL DE VOTOS VÁLIDOS,145.0,86.31,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
VOTOS EN BLANCO,19.0,11.31,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
VOTOS NULOS,4.0,2.38,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
TOTAL DE VOTOS EMITIDOS,168.0,100.0,020322,PERÚ,ANCASH,BOLOGNESI,CANIS
TOTAL DE VOTOS VÁLIDOS,1828.0,81.46,020301,PERÚ,ANCASH,BOLOGNESI,CHIQUIAN
